# threads 2 processes 4 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.67228	0.217882
1.66888	0.219632
1.66851	0.218756
1.6713	0.220582
1.66857	0.219395
1.67248	0.220287
1.67807	0.219899
1.66914	0.220016
1.66835	0.219622
1.67198	0.218573
1.6691	0.219621
1.66892	0.219185
1.67251	0.219341
1.66925	0.2187
1.67193	0.219982
1.6691	0.219117
1.67071	0.220065
1.67055	0.219847
1.67122	0.220614
1.66921	0.220422
1.66989	0.219781
1.66927	0.219666
1.6719	0.218633
1.67101	0.220009
1.67329	0.219625
1.66931	0.218355
1.68402	0.218709
1.6702	0.220414
1.67515	0.220776
1.67732	0.220077
