# threads 8 processes 4 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.53569	0.428678
1.42218	0.386321
1.44683	0.412247
1.42823	0.393988
1.425	0.391347
1.42215	0.387924
1.43038	0.397595
1.43526	0.402267
1.43416	0.400573
1.44458	0.411124
1.43761	0.403493
1.44462	0.41229
1.42841	0.395367
1.43528	0.403665
1.43298	0.400705
1.43277	0.401132
1.42442	0.392086
1.4373	0.403857
1.43058	0.398645
1.4209	0.386994
1.43049	0.397544
1.45084	0.41839
1.45132	0.41719
1.44966	0.417652
1.44688	0.412647
1.44244	0.411168
1.42545	0.393118
1.44242	0.41045
1.42483	0.392646
1.43429	0.402023
