# threads 2 processes 12 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.29171	0.56087
1.2547	0.521562
1.24977	0.515275
1.23702	0.514642
1.24726	0.517632
1.24308	0.51517
1.24616	0.52095
1.25261	0.522214
1.23269	0.512278
1.24244	0.512622
1.24174	0.518257
1.23777	0.515409
1.25368	0.522094
1.25173	0.519061
1.25222	0.522808
1.25181	0.521205
1.25462	0.521329
1.26704	0.529088
1.24236	0.514685
1.26154	0.520737
1.24794	0.514749
1.24636	0.514822
1.25424	0.521038
1.24286	0.512262
1.2364	0.512611
1.24131	0.511227
1.2345	0.512165
1.25281	0.516225
1.24353	0.51276
1.24204	0.512338
