# threads 1 processes 60 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.38598	1.09623
1.32767	1.03855
1.32833	1.03599
1.32957	1.03478
1.33117	1.04111
1.48585	1.18264
1.32291	1.0307
1.32671	1.03589
1.3236	1.03298
1.32205	1.03329
1.32429	1.03162
1.32633	1.03492
1.35667	1.06571
1.32946	1.03783
1.33086	1.03938
1.33129	1.03849
1.32981	1.0365
1.33325	1.03969
1.32912	1.03703
1.32775	1.03468
1.32968	1.03804
1.32868	1.03622
1.32797	1.03545
1.32742	1.03528
1.32933	1.03689
1.32362	1.03271
1.33131	1.03975
1.32978	1.03811
1.32256	1.03174
1.32389	1.03295
1.32292	1.0324
1.32899	1.03944
1.33019	1.03919
1.32278	1.03191
1.32881	1.0371
1.32969	1.03525
1.32393	1.0324
1.32781	1.0353
1.33066	1.03945
1.33007	1.03901
1.33061	1.03808
1.32728	1.03668
1.32915	1.037
1.32419	1.03066
1.32629	1.03447
1.33064	1.03847
1.32849	1.03659
1.35698	1.06337
1.32988	1.03781
1.32746	1.03508
