# threads 2 processes 30 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.28783	1.67426
2.25041	1.63488
2.25405	1.64038
2.25107	1.63894
2.24464	1.62936
2.24774	1.63141
2.2463	1.63298
2.24716	1.63255
2.25036	1.63456
2.29817	1.6819
2.24839	1.63141
2.2518	1.63607
2.25093	1.63721
2.24709	1.63386
2.24713	1.63213
2.24677	1.6318
2.24249	1.62794
2.2475	1.63459
2.24969	1.63636
2.24874	1.63309
2.24898	1.63421
2.24463	1.63056
2.25122	1.636
2.24647	1.63236
2.25239	1.63862
2.24964	1.63668
2.24849	1.6329
2.32792	1.71349
2.25512	1.64068
2.24603	1.63099
