# threads 2 processes 12 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.48891	0.236162
0.348262	0.0963425
0.34374	0.0919772
0.343445	0.0916076
0.343621	0.0919206
0.343316	0.091065
0.344296	0.0925465
0.343326	0.0914985
0.343072	0.09028
0.343326	0.0923295
0.344871	0.0934665
0.344153	0.0932436
0.343447	0.0920759
0.343746	0.0924309
0.343327	0.0922214
0.341689	0.0894475
0.343351	0.091692
0.343969	0.0918206
0.341687	0.0904445
0.342746	0.0915617
0.341653	0.0903692
0.341797	0.0905987
0.341912	0.0890538
0.342163	0.090776
0.342107	0.0906293
0.342653	0.0914747
0.343652	0.0923362
0.344484	0.0932199
0.341882	0.0906866
0.341283	0.0888574
