# threads 4 processes 14 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.63651	1.05867
1.6094	1.03439
1.61432	1.04005
1.62803	1.05081
1.66904	1.09114
1.60788	1.03334
1.59847	1.01656
1.60243	1.02933
1.60433	1.027
1.60775	1.03297
1.64569	1.07139
1.65025	1.07494
1.60495	1.03272
1.62141	1.04694
1.60611	1.02941
1.58277	1.00934
1.65177	1.07827
1.63771	1.05908
1.60798	1.03695
1.62772	1.04835
1.63751	1.06432
1.643	1.06586
1.64086	1.06529
1.60118	1.02703
1.60386	1.02735
1.62239	1.04566
1.61608	1.04188
1.60482	1.02924
1.62093	1.01978
1.61576	1.04082
