# threads 1 processes 1 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.16665	1.023e-06
2.17346	1.759e-06
2.17029	8.71e-07
2.17047	2.039e-06
2.17019	2.612e-06
2.17038	9.18e-07
2.16863	2.318e-06
2.17214	7.78e-07
2.16967	1.793e-06
2.17015	2.319e-06
2.17072	1.034e-06
2.16895	8.41e-07
2.1735	7.78e-07
2.17101	2.619e-06
2.17005	2.61e-06
2.16991	1.636e-06
2.17141	7.3e-07
2.16986	1.839e-06
2.16978	7.63e-07
2.17016	1.078e-06
2.17035	8.93e-07
2.17029	1.119e-06
2.17044	7.86e-07
2.16974	1.468e-06
2.17148	8.55e-07
2.1706	7.89e-07
2.17123	9.01e-07
2.16889	2.803e-06
2.17062	1.182e-06
2.17197	2.643e-06
2.16821	8.63e-07
2.17105	7.92e-07
2.16962	7.81e-07
2.1701	9.02e-07
2.17082	9.43e-07
2.17019	1.575e-06
2.16885	9e-07
2.16957	8.72e-07
2.17059	8e-07
2.17048	1.054e-06
2.17139	9.45e-07
2.17049	8.12e-07
2.17017	1.371e-06
2.17076	1.199e-06
2.17009	7.46e-07
2.17036	1.119e-06
2.17097	8.45e-07
2.17021	8.69e-07
2.17042	9.48e-07
2.17001	2.399e-06
