# threads 2 processes 14 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.02851	1.09696
2.0148	1.09572
2.01677	1.09704
2.00792	1.09569
2.01285	1.09339
2.01133	1.09579
2.01179	1.09455
2.01326	1.09558
2.01631	1.09605
2.01681	1.09642
2.01027	1.0952
2.01578	1.09579
2.01272	1.09588
2.01459	1.0945
2.00755	1.09646
2.01519	1.09535
2.01274	1.09569
2.00778	1.09586
2.01091	1.09696
2.01342	1.09199
2.00873	1.0947
2.00694	1.09516
2.01445	1.09461
2.01548	1.09481
2.05376	1.13263
2.00922	1.09646
2.01034	1.09451
2.01516	1.09528
2.01399	1.09595
2.00913	1.09312
