# threads 8 processes 8 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.59393	0.468992
1.44768	0.391636
1.44834	0.392772
1.44321	0.388145
1.44846	0.393335
1.44331	0.38794
1.44327	0.388757
1.44619	0.391524
1.44817	0.392907
1.44836	0.39257
1.44322	0.388104
1.44364	0.388772
1.4445	0.389548
1.44441	0.388926
1.4434	0.387541
1.44311	0.387482
1.44315	0.387899
1.44321	0.387118
1.4424	0.386421
1.44367	0.388217
1.4407	0.384871
1.44337	0.387586
1.44327	0.388072
1.44375	0.388508
1.4415	0.386378
1.44194	0.386425
1.51504	0.459333
1.44236	0.387004
21.1923	20.1367
1.44138	0.386026
