# threads 1 processes 4 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.81709	1.68923
2.0889	1.02398
2.08509	1.02345
2.09007	1.02868
2.10056	1.04166
2.08201	1.01977
2.09152	1.03255
2.1299	1.06911
2.09164	1.03152
2.08576	1.02337
2.09032	1.03047
2.08689	1.02431
2.084	1.02274
2.0951	1.03303
2.0868	1.0258
2.09588	1.03333
2.08892	1.02594
2.08827	1.02631
2.08413	1.02276
2.08896	1.02506
2.08864	1.00899
2.08666	1.02503
2.09353	1.01423
2.08042	1.02018
2.09167	1.0294
2.09324	1.01444
2.08156	1.01786
2.085	1.02499
2.08327	1.01609
2.09551	1.03584
2.08704	1.01208
2.08598	1.02461
2.08585	1.01351
2.08455	1.02472
2.08442	1.02307
2.08689	1.01424
2.08278	1.01912
2.08852	1.009
2.08725	1.02142
2.08256	1.01949
2.08196	1.02094
2.09466	1.01598
2.07986	1.00685
2.08285	1.02147
2.08544	1.01793
2.09511	1.03549
2.08806	1.01341
2.08544	1.01774
2.08692	1.02112
2.08891	1.02977
