# threads 1 processes 36 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.39584	1.03173
1.36573	1.00579
1.30853	0.947318
1.30506	0.942445
1.29983	0.942838
1.30059	0.941541
1.30731	0.94607
1.30911	0.947195
1.30317	0.943319
1.30657	0.945972
1.30288	0.942634
1.30396	0.943007
1.30945	0.946055
1.31786	0.949597
1.3076	0.944983
1.30395	0.942386
1.30297	0.943449
1.30893	0.947039
1.30235	0.942798
1.30386	0.943587
1.30298	0.943331
1.30256	0.942274
1.30384	0.942383
1.3009	0.942529
1.32088	0.959129
1.31618	0.950691
1.30274	0.943494
1.31335	0.94783
1.30949	0.946957
1.3137	0.953465
1.30241	0.942542
1.3024	0.941667
1.30462	0.948136
1.30378	0.941972
1.31429	0.950915
1.30751	0.94639
1.30243	0.942486
1.3086	0.943994
1.30412	0.943146
1.30412	0.943378
1.30413	0.941805
1.30951	0.947947
1.30382	0.942459
1.30163	0.942536
1.30911	0.945969
1.31094	0.94742
1.40373	1.03969
1.3104	0.946378
1.31553	0.950479
1.30477	0.942483
