# threads 2 processes 32 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.19511	0.0864727
0.17328	0.0663821
0.163006	0.0551935
0.163105	0.0557325
0.163073	0.0557151
0.163046	0.0555925
0.163065	0.0557292
0.163169	0.0558562
0.162954	0.0555493
0.162872	0.0555187
0.163247	0.0557737
0.162871	0.0555172
0.163236	0.0557233
0.163073	0.055754
0.162848	0.0554674
0.16296	0.0555064
0.163119	0.0557004
0.163215	0.0557645
0.163212	0.0559318
0.16326	0.0552245
0.163147	0.0551964
0.162964	0.0548875
0.162959	0.0549085
0.163127	0.0553952
0.163046	0.0556939
0.163062	0.0554976
0.163139	0.0556956
0.163113	0.0550284
0.163098	0.055686
0.163496	0.0560753
