# threads 8 processes 4 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.84813	0.759036
2.64612	0.674683
2.64743	0.674967
2.64489	0.668012
2.64429	0.670531
2.64753	0.673759
2.64445	0.664078
2.6438	0.665535
2.64616	0.667384
2.64774	0.669164
2.64897	0.677554
2.64882	0.676677
2.64555	0.672137
2.65636	0.685284
2.64394	0.672793
2.64413	0.66532
2.63951	0.663685
2.64816	0.676168
2.64545	0.671312
2.64819	0.677114
2.6478	0.676208
2.64612	0.671679
2.6468	0.675432
2.6524	0.670855
2.64757	0.673758
2.64764	0.67053
2.64778	0.671222
2.64885	0.675488
2.64774	0.671009
2.64877	0.672664
