# threads 4 processes 13 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.67651	1.06757
1.67482	1.06658
1.63187	1.02448
1.67984	1.07136
1.64027	1.03458
1.65444	1.04434
1.65554	1.0486
1.66331	1.05553
1.6683	1.05771
1.64656	1.04084
1.66857	1.06348
1.66245	1.05509
1.67245	1.06472
1.63874	1.03134
1.64969	1.04058
1.64426	1.03751
1.63718	1.03084
1.67209	1.06252
1.64815	1.03842
1.64673	1.03756
1.67626	1.06867
1.66639	1.0576
1.66158	1.05398
1.66194	1.05334
1.65069	1.04119
1.66228	1.05849
1.6358	1.0276
1.65988	1.04979
1.65771	1.04962
1.63574	1.02512
