# threads 8 processes 7 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.54213	0.378966
1.39509	0.327645
1.40485	0.334907
1.39556	0.329117
1.39504	0.328784
1.39565	0.329532
1.39436	0.328696
1.39553	0.328545
1.39419	0.327528
1.39472	0.328729
1.39523	0.328574
1.39438	0.329498
1.39623	0.328503
1.39767	0.330809
1.39525	0.329199
1.39457	0.327718
1.39442	0.327766
1.39502	0.327419
1.39426	0.328184
1.39406	0.32752
1.39434	0.328771
1.39493	0.328844
1.39431	0.329687
1.39455	0.328278
1.39415	0.328216
1.39399	0.328029
1.39569	0.328605
1.39432	0.327426
1.39501	0.328502
1.39505	0.32804
