# threads 2 processes 4 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.3088	0.462035
2.30241	0.463235
2.30375	0.463566
2.30583	0.463035
2.30254	0.464856
2.30631	0.463852
2.31602	0.463571
2.30535	0.463012
2.30456	0.463629
2.30687	0.464427
2.30678	0.463349
2.30663	0.46363
2.30629	0.463126
2.30579	0.464506
2.3178	0.464022
2.30692	0.463336
2.30296	0.464065
2.30561	0.463983
2.31225	0.464367
2.30552	0.46345
2.30917	0.463818
2.31314	0.462621
2.31505	0.464159
2.31435	0.463918
2.30879	0.463556
2.30735	0.464061
2.30425	0.463705
2.30423	0.464372
2.30427	0.46379
2.30645	0.463794
