# threads 4 processes 13 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.987778	0.516613
0.994245	0.518397
0.979011	0.501748
0.991566	0.517979
0.97874	0.504554
0.995142	0.520722
0.990347	0.516237
0.983634	0.505564
0.965939	0.492988
0.98315	0.509484
0.975257	0.502
0.984417	0.510129
0.974121	0.496996
0.971415	0.49544
0.980535	0.504307
0.976234	0.49875
0.986061	0.510976
0.990765	0.51937
0.98699	0.516107
0.972113	0.500895
0.981705	0.507365
0.972065	0.496789
0.998005	0.519767
1.00115	0.522521
0.9901	0.517549
0.983914	0.510364
0.985048	0.507837
0.989491	0.514212
0.987768	0.513299
0.992914	0.518864
