# threads 4 processes 8 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.47708	0.756059
1.47215	0.748558
1.47783	0.755337
1.43827	0.714843
1.48318	0.760201
1.47365	0.747315
1.43913	0.719322
1.46369	0.740731
1.44254	0.720591
1.45523	0.733043
1.47417	0.749575
1.43458	0.711223
1.44987	0.729924
1.47125	0.740649
1.44135	0.722518
1.44375	0.721139
1.45636	0.733371
1.43617	0.71188
1.44585	0.720366
1.46153	0.737411
1.46685	0.73774
1.45356	0.724802
1.45415	0.722996
1.43963	0.714735
1.46571	0.738904
1.4777	0.750527
1.47408	0.747877
1.47327	0.749244
1.48004	0.749395
1.48472	0.758812
