# threads 1 processes 32 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.21099	1.70905
2.16454	1.66547
2.13893	1.64
2.13967	1.63916
2.13384	1.63373
2.1491	1.65097
2.13562	1.63427
2.1439	1.6435
2.14058	1.64069
2.1449	1.6406
2.14893	1.64553
2.15787	1.65697
2.16036	1.65874
2.15038	1.64855
2.148	1.64723
2.1347	1.63435
2.14206	1.64078
2.14067	1.63844
2.1434	1.64068
2.12758	1.62804
2.14919	1.64659
2.14849	1.64643
2.13553	1.63543
2.14618	1.64346
2.14208	1.64128
2.22561	1.71849
2.14366	1.64112
2.15054	1.64877
2.15056	1.64862
2.14267	1.64319
2.14725	1.64589
2.14798	1.64562
2.14658	1.645
2.15824	1.65493
2.16087	1.65704
2.148	1.646
2.14703	1.6479
2.14668	1.64497
2.14223	1.63801
2.13851	1.63856
2.14417	1.64161
2.14664	1.64595
2.1538	1.65352
2.15396	1.65265
2.14487	1.64287
2.14544	1.64345
2.1367	1.63723
2.15097	1.64924
2.14481	1.64203
2.14731	1.64655
