# threads 4 processes 8 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.913293	0.338093
0.922559	0.357144
0.917434	0.355414
0.919165	0.357939
0.906001	0.343174
0.916611	0.353879
0.903989	0.342725
0.920479	0.359206
0.906336	0.345378
0.910154	0.343884
0.919508	0.35398
0.917203	0.355088
0.899584	0.336581
0.92013	0.357129
0.913872	0.352203
0.911997	0.347542
0.914143	0.352156
0.910713	0.349875
0.91075	0.350305
0.918342	0.356127
0.90806	0.34616
0.914745	0.352683
0.908917	0.34054
0.928802	0.360188
0.920566	0.355726
0.913265	0.34328
0.908568	0.341923
0.919094	0.356712
1.00297	0.433483
0.925944	0.361354
