# threads 1 processes 48 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.33813	1.01872
1.29239	0.977776
1.29295	0.977552
1.29327	0.980423
1.29492	0.975942
1.28929	0.973991
1.36021	1.02689
1.28399	0.96652
1.28353	0.972044
1.29026	0.973122
1.28821	0.96896
1.29011	0.974156
1.29948	0.981944
1.29349	0.978915
1.28857	0.973135
1.2849	0.967918
1.29361	0.978047
1.29258	0.975481
1.29088	0.976239
1.28795	0.973679
1.29072	0.977208
1.33238	1.01707
1.29186	0.977627
1.28822	0.973416
1.28855	0.973057
1.28762	0.971574
1.28795	0.973275
1.28897	0.972483
1.2882	0.973312
1.28891	0.972512
1.29424	0.981823
1.28918	0.974282
1.29169	0.976368
1.28779	0.971917
1.29228	0.977011
1.2857	0.970741
1.29236	0.97833
1.32173	1.00633
1.29116	0.97672
1.28582	0.972386
1.28424	0.97042
1.29251	0.977595
1.28538	0.970743
1.29277	0.978199
1.29211	0.975866
1.29219	0.978268
1.29062	0.977328
1.28922	0.972953
1.28572	0.971239
1.29036	0.974406
