# threads 2 processes 28 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.31278	0.842633
1.25058	0.777498
1.25129	0.780616
1.26008	0.785026
1.24986	0.782145
1.25	0.780606
1.24929	0.778689
1.26503	0.793435
1.25145	0.776243
1.24908	0.774953
1.24949	0.778484
1.26084	0.790129
1.25264	0.77932
1.25623	0.784145
1.26395	0.79425
1.25431	0.781543
1.25041	0.777924
1.25138	0.777956
1.24987	0.780478
1.26554	0.793014
1.25098	0.780188
1.24843	0.777104
1.26245	0.792192
1.2642	0.790583
1.25979	0.785129
1.25076	0.778915
1.25393	0.782815
1.2635	0.792071
1.24921	0.776751
1.24826	0.776973
