# threads 2 processes 22 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.24556	1.53767
2.1958	1.48598
2.1947	1.4825
2.19522	1.48464
2.19639	1.48574
2.19542	1.48268
2.19824	1.48686
2.19499	1.48419
2.19715	1.48422
2.19951	1.4888
2.20027	1.48819
2.19656	1.48413
2.20254	1.49047
2.1963	1.48287
2.19821	1.48431
2.20341	1.494
2.19939	1.48795
2.19704	1.48496
2.19684	1.48613
2.20096	1.48746
2.20197	1.49087
2.19868	1.48665
2.1943	1.4826
2.1943	1.48262
2.197	1.48641
2.19909	1.48428
2.1961	1.48451
2.19752	1.48549
2.20463	1.49126
2.19862	1.4851
