# threads 8 processes 6 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.70288	0.270623
1.54205	0.191559
1.54126	0.192347
1.54204	0.191838
1.54166	0.192224
1.54072	0.191755
1.54202	0.192003
1.5421	0.191564
1.54116	0.191626
1.5416	0.191982
1.54103	0.191775
1.54179	0.192379
1.54172	0.191572
1.5409	0.191538
1.54175	0.192452
1.54207	0.191794
1.54316	0.19269
1.54101	0.191634
1.54257	0.192572
1.54142	0.19153
1.54247	0.192144
1.54066	0.191599
1.54081	0.191442
1.54122	0.191564
1.54167	0.191785
1.54158	0.191863
1.5432	0.191706
1.54226	0.1919
1.54198	0.191697
1.54247	0.192173
