# threads 4 processes 9 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.07013	0.484231
1.06271	0.488414
1.05311	0.476705
1.06353	0.484342
1.04089	0.468325
1.05379	0.477665
1.05223	0.474211
1.04815	0.47129
1.04209	0.469099
1.05078	0.473075
1.06881	0.486308
1.05307	0.47002
1.05825	0.47808
1.06051	0.481874
1.06269	0.483901
1.04789	0.472149
1.06133	0.481534
1.05384	0.474613
1.05715	0.475929
1.06331	0.484171
1.0524	0.472903
1.05656	0.479781
1.05888	0.476228
1.05819	0.481625
1.05543	0.47619
1.04516	0.465175
1.05933	0.485134
1.0572	0.478395
1.05455	0.476401
1.06013	0.478267
