# threads 1 processes 24 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.88641	1.45221
1.27792	0.83812
1.18062	0.745366
1.16417	0.727082
1.16856	0.725731
1.16904	0.73723
1.17614	0.736007
1.16841	0.735175
1.16679	0.731297
1.17231	0.73642
1.16989	0.735677
1.17428	0.733415
1.16758	0.724696
1.16212	0.729811
1.17473	0.730771
1.16978	0.735326
1.17271	0.740983
1.16887	0.731649
1.16995	0.731015
1.17112	0.73818
1.17678	0.737015
1.16534	0.724152
1.17173	0.733207
1.16355	0.730045
1.16607	0.732142
1.16678	0.735016
1.16786	0.724663
1.17129	0.734497
1.16255	0.729576
1.16834	0.733293
1.16647	0.73333
1.17725	0.732378
1.17833	0.73653
1.1658	0.731361
1.16588	0.729826
1.18233	0.747782
1.17387	0.742286
1.2286	0.795295
1.16222	0.72752
1.1651	0.722794
1.16982	0.729473
1.17358	0.730699
1.17279	0.729569
1.16871	0.733018
1.1866	0.744238
1.17349	0.731191
1.17437	0.731088
1.17516	0.735468
1.17351	0.731913
1.16197	0.729325
