# threads 2 processes 16 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.02344	1.20296
1.9428	1.12424
1.94641	1.12923
1.94369	1.12357
1.95211	1.13371
1.94303	1.125
1.94974	1.12772
1.94498	1.12398
1.94627	1.12558
1.95034	1.13312
1.95247	1.12936
1.94332	1.12034
1.9422	1.12561
1.94452	1.12128
1.948	1.12738
1.94266	1.12357
1.94833	1.12801
1.95118	1.1297
1.94958	1.13392
1.94407	1.12712
1.94787	1.12526
1.95043	1.12607
1.94261	1.1268
1.94036	1.12117
1.94158	1.12246
1.94337	1.12376
1.94628	1.127
1.94817	1.12922
1.9461	1.12917
1.95452	1.13593
