# threads 4 processes 11 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.65339	1.02316
1.64451	1.01064
1.61645	0.983623
1.6301	0.996575
1.64475	1.01466
1.64302	1.00853
1.63033	0.996997
1.65508	1.01695
1.61856	0.986591
1.64533	1.01402
1.67879	1.04772
1.66401	1.02523
1.65691	1.0238
1.61548	0.983064
1.64642	1.00838
1.62227	0.991309
1.65722	1.02043
1.6309	0.998419
1.63765	1.00413
1.65715	1.02501
1.6445	1.00744
1.65012	1.00932
1.64957	1.01452
1.63852	1.00552
1.62834	0.994736
1.65769	1.02341
1.63389	0.997651
1.65633	1.01877
1.65482	1.01923
1.64905	1.0125
