# threads 2 processes 8 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.96359	0.740996
1.96238	0.74607
1.95616	0.746671
1.97042	0.746667
1.9568	0.744195
1.96989	0.74682
1.96422	0.746034
1.97152	0.747013
1.95532	0.743084
1.96905	0.745906
1.9595	0.748618
1.9696	0.745875
1.95324	0.743313
1.97529	0.749268
1.95781	0.746127
1.97106	0.762274
1.97727	0.768486
1.97982	0.764955
1.97778	0.744022
1.9678	0.746351
1.96224	0.74673
1.96333	0.747967
1.9523	0.742423
1.97079	0.742439
1.96781	0.754999
1.98221	0.75722
1.98347	0.764191
1.97571	0.753106
1.96318	0.747255
1.96952	0.741998
