# threads 1 processes 12 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.25695	0.621085
1.15006	0.517504
1.169	0.514243
1.15598	0.523168
1.15374	0.52397
1.15271	0.517063
1.15795	0.512291
1.23243	0.591738
1.15794	0.52508
1.15576	0.525145
1.15292	0.518155
1.14741	0.514376
1.15811	0.528549
1.1508	0.518197
1.15849	0.511995
1.2281	0.572074
1.14992	0.512285
1.14741	0.515741
1.16135	0.518278
1.15711	0.526051
1.16436	0.535297
1.15801	0.511793
1.17276	0.530987
1.15687	0.526192
1.16227	0.512932
1.15106	0.517377
1.16095	0.511913
1.16518	0.529173
1.15756	0.526337
1.15814	0.521235
1.15543	0.514387
1.15914	0.512162
1.15835	0.511937
1.16308	0.512352
1.14976	0.51767
1.15529	0.522559
1.16529	0.517623
1.14963	0.517349
1.15619	0.524736
1.1862	0.544155
1.15757	0.511397
1.15255	0.518609
1.15094	0.521359
1.1498	0.519822
1.15705	0.523417
1.15856	0.512407
1.15169	0.519989
1.15291	0.521713
1.15385	0.518767
1.17204	0.541339
