# threads 4 processes 11 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.992203	0.494369
0.969469	0.475545
0.982533	0.486684
0.988132	0.491632
0.986219	0.490468
0.982292	0.484202
0.982835	0.487845
0.98211	0.489456
0.983912	0.487947
0.973109	0.481527
0.976318	0.480318
0.978039	0.48381
0.969444	0.478446
0.968517	0.476695
0.983775	0.489021
0.980807	0.488329
0.975276	0.481597
0.983292	0.491595
0.987084	0.493127
0.967361	0.478022
0.966612	0.471325
0.980001	0.488968
0.967859	0.479548
0.969407	0.477293
0.968507	0.474417
0.9823	0.484891
0.981025	0.486405
0.990909	0.492821
0.978637	0.482364
0.98852	0.490118
