# threads 1 processes 28 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.32433	0.918096
1.208	0.804624
1.20581	0.801443
1.21011	0.810135
1.20699	0.797298
1.20873	0.805928
1.20889	0.808887
1.21563	0.806205
1.20589	0.795328
1.20843	0.800911
1.20553	0.792349
1.2043	0.805646
1.20394	0.792978
1.20978	0.800974
1.20657	0.800124
1.21171	0.805273
1.20639	0.797732
1.20827	0.806704
1.20846	0.809176
1.20706	0.806048
1.21866	0.809374
1.20555	0.791911
1.20582	0.806766
1.20637	0.805875
1.20885	0.798755
1.20812	0.807922
1.21201	0.805464
1.20467	0.806556
1.25926	0.860516
1.2079	0.804777
1.20749	0.807225
1.20505	0.800719
1.20459	0.805198
1.21024	0.807207
1.20875	0.799806
1.20633	0.798896
1.2058	0.801334
1.20739	0.804074
1.20749	0.806762
1.20591	0.806417
1.20899	0.807805
1.20136	0.796192
1.20768	0.807076
1.20684	0.7982
1.20658	0.800406
1.20807	0.80722
1.22586	0.824944
1.20871	0.801126
1.2071	0.793187
1.20523	0.801338
