# threads 4 processes 3 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.09834	0.205321
1.07376	0.181259
1.10249	0.214612
1.08889	0.201241
1.08957	0.20021
1.0908	0.202752
1.06878	0.181112
1.06821	0.179354
1.08689	0.199688
1.07608	0.187499
1.06845	0.179785
1.06775	0.178749
1.06936	0.179261
1.09757	0.208997
1.09835	0.210025
1.06897	0.180058
1.07646	0.187626
1.09283	0.203247
1.06927	0.17946
1.07606	0.18729
1.06977	0.174923
1.0691	0.178794
1.08792	0.199327
1.0708	0.181829
1.06916	0.18011
1.06783	0.180071
1.09349	0.205191
1.07634	0.187654
1.08297	0.194667
1.06963	0.181637
