# threads 2 processes 32 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.3257	1.74026
2.25948	1.67633
2.26545	1.68048
2.26416	1.68009
2.26358	1.67739
2.25756	1.67131
2.26064	1.67548
2.26405	1.68007
2.25579	1.673
2.25699	1.67398
2.25527	1.67063
2.25891	1.67319
2.26053	1.67389
2.25669	1.67231
2.25845	1.67301
2.26022	1.67437
2.25373	1.6675
2.25597	1.66962
2.25735	1.67261
2.26243	1.67577
2.26054	1.67396
2.25918	1.67372
2.25696	1.67424
2.25921	1.6745
2.2592	1.67387
2.25943	1.67321
2.28561	1.6665
2.25984	1.67489
2.2551	1.6729
2.24363	1.65804
