# threads 2 processes 10 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.18008	1.04524
2.1838	1.04997
2.18018	1.05028
2.17512	1.04843
2.17789	1.05081
2.17153	1.04855
2.17826	1.04884
2.18225	1.04911
2.17897	1.04848
2.17389	1.04838
2.17528	1.04949
2.17185	1.04856
2.17332	1.04838
2.1831	1.0497
2.17086	1.04844
2.17693	1.0488
2.18266	1.0501
2.17244	1.04912
2.18204	1.04906
2.183	1.0498
2.18	1.05085
2.18131	1.04949
2.17939	1.04889
2.18141	1.0484
2.1828	1.05087
2.18011	1.05006
2.20022	1.07085
2.17637	1.0504
2.17476	1.04809
2.17664	1.04956
