# threads 2 processes 1 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
3.12191	6.55e-07
3.11242	7.71e-07
3.12813	6.88e-07
3.10973	6.9e-07
3.11123	7.52e-07
3.11331	9.07e-07
3.12572	7.22e-07
3.10493	7.77e-07
3.10473	7.79e-07
3.10697	7.13e-07
3.1238	7.05e-07
3.10511	7.42e-07
3.10873	6.97e-07
3.10598	7.4e-07
3.13845	9.73e-07
3.11693	8.64e-07
3.10889	7.82e-07
3.10526	8.47e-07
3.11778	7.39e-07
3.13075	9.53e-07
3.10495	8.12e-07
3.1061	6.64e-07
3.11649	7.11e-07
3.11473	7e-07
3.10424	7.6e-07
3.1062	7.69e-07
3.11476	6.93e-07
3.11786	8.93e-07
3.11798	8.86e-07
3.10453	7.41e-07
