# threads 1 processes 18 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.611508	0.507882
0.209072	0.106505
0.201338	0.0975303
0.201315	0.0990109
0.201143	0.098856
0.200957	0.0980474
0.201202	0.098509
0.200988	0.0980856
0.205597	0.102728
0.201504	0.0987173
0.200432	0.0979762
0.201011	0.0982688
0.201115	0.0985218
0.201073	0.0986157
0.202192	0.0999244
0.2012	0.0986554
0.201455	0.0984158
0.20153	0.098878
0.200324	0.0977963
0.201641	0.0991428
0.200819	0.0980956
0.201951	0.0993904
0.200908	0.0985564
0.201213	0.098715
0.201347	0.0989757
0.202715	0.100114
0.200913	0.0983588
0.201123	0.0984469
0.201226	0.0984836
0.204644	0.102206
0.201226	0.0984525
0.201175	0.0988164
0.201308	0.0986859
0.201597	0.098815
0.201373	0.0982994
0.200976	0.0984912
0.201636	0.0992563
0.204634	0.101681
0.200981	0.0985956
0.201033	0.0985431
0.201443	0.0989702
0.201532	0.0988036
0.200647	0.097556
0.200953	0.0986059
0.205594	0.102818
0.201719	0.0989353
0.201604	0.0990063
0.201375	0.0985555
0.202309	0.0997352
0.20051	0.0980832
