# threads 1 processes 16 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.60829	1.07678
1.22222	0.681265
1.23515	0.703255
1.22632	0.694656
1.2242	0.683634
1.22283	0.690945
1.22692	0.686111
1.22523	0.691177
1.25123	0.710429
1.28271	0.535057
1.22375	0.686687
1.226	0.694159
1.22346	0.681796
1.22306	0.691975
1.23101	0.697922
1.22218	0.689872
1.22292	0.687115
1.22511	0.68313
1.2249	0.681503
1.22529	0.685032
1.22763	0.685724
1.23304	0.702089
1.2226	0.681716
1.22505	0.683456
1.22544	0.690191
1.23599	0.69494
1.23075	0.698202
1.22646	0.683032
1.2236	0.681501
1.22323	0.69082
1.22415	0.691315
1.2237	0.692512
1.22506	0.692924
1.23046	0.688597
1.22447	0.690921
1.22779	0.695088
1.22456	0.684336
1.23044	0.697427
1.22597	0.694585
1.22375	0.681468
1.22502	0.696205
1.22636	0.691296
1.22768	0.696677
1.22194	0.681611
1.22271	0.690336
1.22388	0.690556
1.22812	0.693696
1.22512	0.690775
1.22192	0.690166
1.22462	0.683857
