# threads 2 processes 14 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.22984	0.529376
1.23786	0.52912
1.2309	0.529307
1.22759	0.52956
1.22454	0.529469
1.22897	0.530494
1.23147	0.529417
1.22378	0.529338
1.24133	0.529386
1.23209	0.529769
1.23424	0.52936
1.22729	0.528939
1.22905	0.52917
1.23134	0.528891
1.22585	0.529532
1.23172	0.529667
1.22326	0.529414
1.23811	0.528952
1.22981	0.530692
1.2316	0.528946
1.22933	0.529455
1.23726	0.529563
1.22962	0.531627
1.22527	0.529506
1.23529	0.529351
1.22472	0.529909
1.22942	0.529165
1.22488	0.53007
1.23347	0.530006
1.2315	0.529371
