# threads 2 processes 2 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.04193	0.254595
2.00239	0.233105
2.11692	0.0850062
2.14327	0.0868463
2.13752	0.0834447
2.11686	0.0857262
1.90981	0.10216
2.1879	0.0855382
2.01103	0.0850492
2.13038	0.085479
2.11658	0.0855925
1.94452	0.146861
2.17177	0.083658
1.93708	0.0841194
2.14071	0.0863949
2.11796	0.0857829
1.944	0.144979
2.17252	0.0858844
1.87488	0.0845035
2.14937	0.0835141
2.12621	0.0851809
1.92412	0.116018
2.12066	0.0878452
1.94198	0.148082
2.16331	0.0855339
2.06891	0.0845897
2.117	0.0838863
2.1696	0.0882894
1.93859	0.163001
2.14998	0.0863678
