# threads 2 processes 24 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.22787	1.56784
2.18097	1.51893
2.18975	1.52863
2.18411	1.52536
2.18675	1.52108
2.18547	1.51994
2.18087	1.51867
2.18289	1.52112
2.18591	1.52218
2.18888	1.52466
2.18561	1.52335
2.19252	1.52685
2.18137	1.51747
2.18593	1.5242
2.18221	1.52325
2.18405	1.52434
2.18326	1.52449
2.18386	1.52105
2.18422	1.52508
2.18335	1.52472
2.20254	1.54203
2.19581	1.53683
2.18471	1.52085
2.182	1.51702
2.18407	1.52578
2.18195	1.51991
2.18422	1.52225
2.18454	1.52173
2.18119	1.51986
2.18532	1.52479
