# threads 4 processes 3 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.73099	0.418176
1.73451	0.425798
1.7256	0.417136
1.74	0.429039
1.73243	0.424741
1.74336	0.43532
1.72301	0.413932
1.73192	0.422956
1.72542	0.416574
1.74028	0.430239
1.72453	0.416463
1.73601	0.425341
1.73768	0.426052
1.73393	0.425589
1.72825	0.419377
1.71682	0.40617
1.72722	0.41923
1.73016	0.422668
1.73555	0.424962
1.71852	0.410292
1.72385	0.415562
1.72924	0.419024
1.72742	0.419453
1.72818	0.416574
1.72932	0.417564
1.72571	0.418231
1.73066	0.418706
1.72954	0.416445
1.73531	0.422681
1.72924	0.420504
