# threads 1 processes 40 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.3848	1.046
1.30046	0.960739
1.3211	0.981241
1.30079	0.9619
1.29485	0.953141
1.30067	0.960367
1.29947	0.959896
1.29935	0.960927
1.30216	0.962626
1.30003	0.962486
1.299	0.95999
1.30106	0.962265
1.30601	0.963498
1.29933	0.959664
1.29774	0.958709
1.30079	0.961297
1.29843	0.957949
1.29944	0.961273
1.30118	0.959291
1.29959	0.961814
1.29782	0.957676
1.30474	0.963556
1.29943	0.960049
1.29435	0.956291
1.29754	0.959603
1.29745	0.959458
1.29947	0.960521
1.30455	0.963667
1.29861	0.96408
1.30247	0.962255
1.29942	0.95888
1.29958	0.96018
1.35968	1.02046
1.33989	0.99955
1.295	0.958474
1.29806	0.958563
1.29721	0.956831
1.30191	0.963122
1.29964	0.958758
1.29881	0.961854
1.29726	0.958277
1.30109	0.961987
1.30987	0.969948
1.30003	0.959114
1.30489	0.967344
1.30076	0.961257
1.29982	0.961516
1.29905	0.96079
1.29895	0.956925
1.29919	0.960891
