# threads 4 processes 16 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.62277	1.10179
1.58247	1.06122
1.62252	1.09955
1.61641	1.09426
1.60879	1.08858
1.61202	1.08866
1.6183	1.09756
1.61256	1.08898
1.57589	1.0546
1.57971	1.05726
1.62687	1.10337
1.56743	1.04834
1.61737	1.09557
1.61923	1.09727
1.57419	1.05353
1.57121	1.04869
1.61774	1.09274
1.56029	1.03632
1.58306	1.05996
1.6164	1.09502
1.62272	1.09903
1.57958	1.05643
1.59425	1.07107
1.60646	1.08224
1.63126	1.10657
1.58806	1.06803
1.60872	1.08458
1.63266	1.10918
1.57419	1.05157
1.5948	1.07525
