# threads 4 processes 12 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.62325	1.03417
1.57702	0.984605
1.5722	0.979464
1.6165	1.02728
1.61461	1.0239
1.61936	1.02674
1.57048	0.979148
1.62548	1.03502
1.59614	1.00368
1.60528	1.01395
1.60163	1.00855
1.57474	0.982031
1.58844	1.00134
1.61076	1.02385
1.62164	1.02763
1.57595	0.988631
1.61701	1.02488
1.60844	1.01516
1.60699	1.0078
1.60524	1.01476
1.6067	1.0136
1.6014	1.01337
1.59676	1.00445
1.61519	1.02467
1.62501	1.03036
1.58273	0.994124
1.59707	1.0062
1.62107	1.03129
1.63605	1.04477
1.60992	1.0144
