# threads 4 processes 15 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.997895	0.569515
0.936454	0.512983
0.947974	0.520511
0.931562	0.50509
0.956933	0.528227
0.939666	0.514604
0.945193	0.518774
0.945492	0.518247
0.94983	0.524037
0.946496	0.520575
0.944015	0.516484
0.932955	0.505823
0.945262	0.520268
0.930884	0.508104
0.927345	0.500354
0.937596	0.512995
0.930844	0.503082
0.941129	0.514893
0.955033	0.526893
0.944657	0.515102
0.929736	0.503358
0.942767	0.519368
0.950041	0.523939
0.952993	0.525165
0.939686	0.514693
0.954345	0.525541
0.939208	0.514972
0.926299	0.499226
0.945538	0.515947
0.935361	0.510138
