# threads 4 processes 1 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.68552	8.46e-07
2.67791	1.028e-06
2.67652	1.898e-06
2.6785	1.478e-06
2.67538	1.145e-06
2.67839	1.155e-06
2.67503	1.315e-06
2.67593	9.96e-07
2.67775	8.64e-07
2.67536	9.45e-07
2.67681	9.55e-07
2.67695	1.006e-06
2.69242	2.033e-06
2.67513	8.97e-07
2.67629	1.117e-06
2.6771	1.02e-06
2.67495	1.228e-06
2.67792	1.33e-06
2.67574	9.58e-07
2.67603	8.48e-07
2.67729	1.153e-06
2.67597	1.042e-06
2.67771	1e-06
2.67706	1.046e-06
2.6776	9.13e-07
2.67852	1.109e-06
2.67494	1.442e-06
2.67914	1.079e-06
2.67602	1.372e-06
2.67548	9.76e-07
