# threads 4 processes 4 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.49105	0.456329
1.48486	0.457351
1.4854	0.458557
1.46841	0.440951
1.48725	0.458848
1.49627	0.469015
1.48737	0.461594
1.46574	0.437751
1.48328	0.455577
1.4842	0.456998
1.47748	0.451284
1.46862	0.440596
1.4842	0.457929
1.48256	0.454471
1.47751	0.450002
1.48339	0.455117
1.47983	0.452421
1.47681	0.450303
1.4782	0.452272
1.53368	0.468392
1.47911	0.453078
1.49043	0.456303
1.46787	0.44113
1.489	0.460719
1.47337	0.445244
1.4989	0.470021
1.47654	0.449718
1.47903	0.448794
1.50008	0.470026
1.47605	0.437409
