# threads 4 processes 7 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.551328	0.183012
0.501674	0.132971
0.494525	0.132781
0.494973	0.133466
0.494362	0.133166
0.494131	0.132691
0.494463	0.132633
0.495494	0.13401
0.49371	0.131963
0.494527	0.133231
0.498623	0.137398
0.494691	0.133043
0.496929	0.135521
0.496478	0.134949
0.496434	0.135286
0.497163	0.134953
0.495178	0.133589
0.493862	0.132567
0.494133	0.132587
0.495524	0.133567
0.494697	0.132981
0.494209	0.13203
0.49449	0.132018
0.494216	0.13297
0.495411	0.133633
0.495189	0.133725
0.495056	0.133783
0.494394	0.132891
0.494693	0.132349
0.494133	0.132763
