# threads 1 processes 32 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.27476	0.891863
1.24046	0.858585
1.28056	0.892411
1.23634	0.850534
1.23724	0.852139
1.23304	0.851787
1.2297	0.847826
1.2259	0.844058
1.23446	0.851782
1.23251	0.844758
1.2344	0.848614
1.23355	0.851689
1.23564	0.855062
1.22797	0.844736
1.23285	0.84487
1.22651	0.842059
1.2299	0.843642
1.23072	0.845971
1.22928	0.841972
1.23648	0.851929
1.22793	0.845487
1.23452	0.848368
1.23064	0.849359
1.22946	0.847909
1.23087	0.846953
1.27883	0.89776
1.23468	0.849807
1.23641	0.850236
1.23107	0.84649
1.23467	0.847686
1.22877	0.847386
1.23718	0.849706
1.23624	0.850081
1.2345	0.852572
1.22891	0.845922
1.23596	0.854888
1.23188	0.842771
1.23153	0.849469
1.23394	0.848916
1.2248	0.840178
1.2352	0.852241
1.23204	0.848374
1.22553	0.843225
1.22764	0.844882
1.22993	0.844457
1.23513	0.85297
1.23437	0.851615
1.23574	0.852713
1.23293	0.850956
1.23623	0.848918
