# threads 1 processes 44 vertices 20000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
2.48686	2.04925
2.38502	1.95012
2.4095	1.97223
2.38544	1.94606
2.38477	1.94898
2.39957	1.95933
2.38813	1.95248
2.38788	1.95367
2.40701	1.97356
2.37647	1.94243
2.3784	1.9451
2.38519	1.95086
2.38521	1.95024
2.38493	1.95056
2.39879	1.9627
2.39183	1.95631
2.37558	1.94161
2.396	1.96062
2.38465	1.94611
2.37947	1.94257
2.40913	1.97306
2.39233	1.95496
2.38751	1.95299
2.38023	1.94324
2.38885	1.95414
2.40594	1.96833
2.37379	1.93698
2.36547	1.93057
2.3768	1.94135
2.39606	1.95909
2.39798	1.96034
2.39589	1.96109
2.42022	1.98628
2.38129	1.94703
2.36855	1.93098
2.39201	1.95649
2.38463	1.94959
2.41084	1.97541
2.37728	1.9416
2.37238	1.93743
2.39006	1.95348
2.5174	2.07795
2.37064	1.93502
2.38646	1.9514
2.37989	1.94489
2.39089	1.95761
2.38503	1.94613
2.39002	1.9536
2.39521	1.96063
2.40321	1.96794
