# threads 1 processes 24 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.265481	0.184969
0.216902	0.13791
0.20735	0.128188
0.206165	0.12698
0.213188	0.133661
0.205816	0.126869
0.206299	0.127186
0.205378	0.126184
0.210227	0.130967
0.217545	0.138341
0.205943	0.126696
0.210584	0.131337
0.210541	0.131385
0.20657	0.12739
0.210489	0.131297
0.205649	0.126672
0.210717	0.131426
0.212078	0.132696
0.206787	0.127513
0.206258	0.127295
0.20987	0.130934
0.206662	0.127405
0.206551	0.12723
0.206118	0.126728
0.207502	0.128519
0.205639	0.126697
0.206908	0.127707
0.206617	0.127332
0.206568	0.127296
0.206824	0.127491
0.212111	0.133153
0.206442	0.127396
0.205805	0.126705
0.21122	0.13196
0.206634	0.127409
0.212315	0.133048
0.206383	0.127351
0.209958	0.130788
0.206076	0.126753
0.207144	0.127802
0.212584	0.133495
0.210064	0.131068
0.206489	0.127334
0.206501	0.127202
0.20598	0.126659
0.206446	0.127333
0.206247	0.127085
0.20706	0.127671
0.212447	0.133287
0.206491	0.126495
