# threads 4 processes 10 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.467871	0.192746
0.442321	0.177699
0.362098	0.096872
0.362728	0.0971499
0.362494	0.0973347
0.362509	0.0968938
0.36205	0.0966867
0.362265	0.0975193
0.36134	0.0964069
0.362333	0.0973351
0.362271	0.0972907
0.362478	0.0976594
0.362105	0.0966092
0.3623	0.0975322
0.36238	0.0970603
0.361965	0.0969957
0.363556	0.0981925
0.362352	0.0973817
0.362068	0.0968298
0.361714	0.0967655
0.362107	0.096685
0.362531	0.0976992
0.362013	0.0970849
0.362156	0.0972784
0.36257	0.0976102
0.36197	0.0968708
0.362429	0.097654
0.362041	0.0972546
0.362704	0.0981971
0.361583	0.0964542
