# threads 2 processes 18 vertices 10000000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
1.39187	0.780581
1.30198	0.696664
1.30385	0.69727
1.31064	0.699702
1.30827	0.697115
1.3399	0.733609
1.30577	0.697408
1.30222	0.698411
1.3027	0.697639
1.30279	0.696818
1.30336	0.697781
1.30791	0.698946
1.3043	0.69836
1.3039	0.697826
1.30181	0.697943
1.30443	0.698918
1.30784	0.698398
1.30764	0.697067
1.30373	0.698516
1.30982	0.699074
1.3072	0.696375
1.30452	0.697775
1.30717	0.6969
1.3058	0.696869
1.30658	0.697857
1.30056	0.697356
1.29983	0.699068
1.30743	0.69772
1.30991	0.699268
1.30232	0.698855
