# threads 1 processes 64 vertices 500000 edges 500000000
# algorithm_time (edges + reduction)	 reduction_time
0.173018	0.138632
0.13108	0.0979572
0.119044	0.0845777
0.118849	0.0843504
0.119428	0.0848245
0.11888	0.0844243
0.118875	0.0843399
0.119834	0.0853841
0.118312	0.0838047
0.119234	0.0847192
0.118556	0.084078
0.11927	0.0846912
0.11886	0.0843665
0.118269	0.0838052
0.118441	0.0837184
0.119314	0.0846858
0.118576	0.0840077
0.118522	0.0839963
0.118711	0.0842558
0.118611	0.0807528
0.118652	0.0837016
0.11904	0.0840852
0.118861	0.0843717
0.118343	0.0839261
0.118514	0.0841168
0.118653	0.0839689
0.118962	0.0844269
0.118577	0.084148
0.119856	0.0852422
0.118955	0.0844309
0.118552	0.0804602
0.118761	0.0841446
0.118006	0.0835119
0.119664	0.0851986
0.118748	0.0842555
0.118724	0.0841585
0.118358	0.083884
0.11886	0.0843451
0.118432	0.0839359
0.118591	0.0841686
0.118583	0.0840242
0.118226	0.0834765
0.119992	0.0855799
0.119748	0.0851928
0.119397	0.0850363
0.118362	0.0838578
0.119563	0.0851236
0.118673	0.0841358
0.118467	0.0840521
0.114853	0.0802594
